panel,n_cells,raw_min,raw_max,norm_min,norm_max
E12.5,51365,0.0,0.22063578153617067,0.0,1.0
t=0.5,62552,5.878913334551151e-05,0.0016867009332845145,0.0,1.0
E13.5,77369,5.0341374091288035e-05,0.03735790060027565,0.0,1.0
