x,y,annotation,total_raw
780.0004731100057,-372.02512296093846,Cavity,0.0129376579032318
780.9663989362948,-372.283942006041,Cavity,0.0129376579032318
781.9323247625839,-372.54276105114354,Cavity,0.0129376579032318
775.4296630236629,-369.7651019091368,Cavity,0.0129376579032318
776.395588849952,-370.0239209542393,Cavity,0.0129376579032318
777.3615146762411,-370.28273999934186,Cavity,0.0129376579032318
778.3274405025301,-370.5415590444444,Cavity,0.0129376579032318
779.2933663288192,-370.8003780895469,Meninges,0.0080022762452819
780.2592921551083,-371.0591971346494,Cavity,0.0129376579032318
781.2252179813972,-371.3180161797519,Cavity,0.0129376579032318
782.1911438076863,-371.57683522485445,Cavity,0.0129376579032318
783.1570696339754,-371.835654269957,Cavity,0.0129376579032318
784.1229954602645,-372.09447331505953,Cavity,0.0129376579032318
785.0889212865536,-372.353292360162,Cavity,0.0129376579032318
786.0548471128427,-372.6121114052645,Cavity,0.0129376579032318
787.0207729391317,-372.87093045036704,Cavity,0.0129376579032318
787.9866987654208,-373.1297494954696,Cavity,0.0129376579032318
788.9526245917099,-373.3885685405721,Cavity,0.0129376579032318
789.9185504179989,-373.6473875856746,Cavity,0.0129376579032318
790.884476244288,-373.90620663077715,Cavity,0.0129376579032318
791.850402070577,-374.16502567587963,Cavity,0.0129376579032318
792.8163278968661,-374.4238447209822,Cavity,0.0129376579032318
793.7822537231552,-374.6826637660847,Cavity,0.0129376579032318
794.7481795494442,-374.94148281118726,Cavity,0.0129376579032318
795.7141053757333,-375.20030185628974,Cavity,0.0129376579032318
771.8247787636092,-367.76389990243763,Cavity,0.0129376579032318
772.7907045898983,-368.02271894754017,Cavity,0.0129376579032318
773.7566304161872,-368.2815379926427,Cavity,0.0129376579032318
774.7225562424763,-368.54035703774525,Cavity,0.0129376579032318
775.6884820687654,-368.79917608284774,Cavity,0.0129376579032318
776.6544078950544,-369.0579951279503,Cavity,0.0129376579032318
777.6203337213435,-369.31681417305276,Cavity,0.0129376579032318
778.5862595476326,-369.5756332181553,Cavity,0.0129376579032318
779.5521853739217,-369.83445226325784,Meninges,0.0080022762452819
780.5181112002108,-370.0932713083604,Cavity,0.0129376579032318
781.4840370264998,-370.35209035346287,Cavity,0.0129376579032318
782.4499628527889,-370.61090939856535,Cavity,0.0129376579032318
783.415888679078,-370.8697284436679,Cavity,0.0129376579032318
784.3818145053671,-371.12854748877044,Cavity,0.0129376579032318
785.347740331656,-371.387366533873,Cavity,0.0129376579032318
786.3136661579451,-371.64618557897546,Cavity,0.0129376579032318
787.2795919842342,-371.905004624078,Epidermis,0.0373579006002756
788.2455178105233,-372.1638236691805,Cavity,0.0129376579032318
789.2114436368124,-372.42264271428303,Cavity,0.0129376579032318
790.1773694631014,-372.68146175938557,Cavity,0.0129376579032318
791.1432952893905,-372.9402808044881,Cavity,0.0129376579032318
792.1092211156796,-373.1990998495906,Brain,0.0031711610032744
793.0751469419686,-373.4579188946931,Brain,0.0031711610032744
794.0410727682577,-373.7167379397956,Brain,0.0031711610032744
795.0069985945468,-373.97555698489816,Brain,0.0031711610032744
795.9729244208359,-374.2343760300007,Epidermis,0.0373579006002756
796.938850247125,-374.4931950751032,Cavity,0.0129376579032318
797.904776073414,-374.75201412020573,Epidermis,0.0373579006002756
798.870701899703,-375.0108331653082,Epidermis,0.0373579006002756
799.8366277259921,-375.26965221041075,Cavity,0.0129376579032318
767.2539686772664,-365.503878850636,Cavity,0.0129376579032318
768.2198945035553,-365.7626978957385,Cavity,0.0129376579032318
769.1858203298444,-366.021516940841,Cavity,0.0129376579032318
770.1517461561335,-366.28033598594357,Cavity,0.0129376579032318
771.1176719824226,-366.5391550310461,Cavity,0.0129376579032318
772.0835978087116,-366.7979740761486,Cavity,0.0129376579032318
773.0495236350007,-367.05679312125113,Cavity,0.0129376579032318
774.0154494612898,-367.3156121663536,Cavity,0.0129376579032318
774.9813752875789,-367.57443121145616,Cavity,0.0129376579032318
775.947301113868,-367.8332502565587,Cavity,0.0129376579032318
776.913226940157,-368.0920693016612,Cavity,0.0129376579032318
777.879152766446,-368.3508883467637,Cavity,0.0129376579032318
778.8450785927351,-368.6097073918662,Cavity,0.0129376579032318
779.8110044190242,-368.86852643696875,Meninges,0.0080022762452819
780.7769302453132,-369.1273454820713,Cavity,0.0129376579032318
781.7428560716023,-369.38616452717383,Cavity,0.0129376579032318
782.7087818978914,-369.6449835722763,Cavity,0.0129376579032318
783.6747077241805,-369.90380261737886,Cavity,0.0129376579032318
784.6406335504696,-370.16262166248134,Cavity,0.0129376579032318
785.6065593767586,-370.4214407075839,Cavity,0.0129376579032318
786.5724852030477,-370.6802597526864,Epidermis,0.0373579006002756
787.5384110293368,-370.9390787977889,Epidermis,0.0373579006002756
788.5043368556259,-371.19789784289145,Cavity,0.0129376579032318
789.4702626819148,-371.45671688799393,Cavity,0.0129376579032318
790.4361885082039,-371.7155359330965,Cavity,0.0129376579032318
791.402114334493,-371.974354978199,Brain,0.0031711610032744
792.3680401607821,-372.23317402330156,Brain,0.0031711610032744
793.3339659870711,-372.49199306840404,Brain,0.0031711610032744
794.2998918133602,-372.7508121135066,Brain,0.0031711610032744
795.2658176396493,-373.00963115860907,Epidermis,0.0373579006002756
796.2317434659384,-373.2684502037116,Epidermis,0.0373579006002756
797.1976692922275,-373.52726924881415,Brain,0.0031711610032744
798.1635951185165,-373.7860882939167,Brain,0.0031711610032744
799.1295209448056,-374.0449073390192,Epidermis,0.0373579006002756
800.0954467710947,-374.30372638412166,Brain,0.0031711610032744
801.0613725973838,-374.5625454292242,Brain,0.0031711610032744
802.0272984236727,-374.82136447432674,Brain,0.0031711610032744
802.9932242499618,-375.0801835194293,Cavity,0.0129376579032318
763.6490844172126,-363.50267684393685,Cavity,0.0129376579032318
764.6150102435016,-363.76149588903934,Cavity,0.0129376579032318
765.5809360697907,-364.0203149341419,Cavity,0.0129376579032318
766.5468618960798,-364.2791339792444,Cavity,0.0129376579032318
767.5127877223688,-364.53795302434696,Cavity,0.0129376579032318
768.4787135486579,-364.79677206944945,Cavity,0.0129376579032318
769.444639374947,-365.05559111455193,Cavity,0.0129376579032318
770.4105652012361,-365.31441015965447,Cavity,0.0129376579032318
771.3764910275252,-365.573229204757,Cavity,0.0129376579032318
772.3424168538141,-365.83204824985955,Cavity,0.0129376579032318
773.3083426801032,-366.09086729496204,Cavity,0.0129376579032318
774.2742685063923,-366.3496863400646,Cavity,0.0129376579032318
775.2401943326814,-366.60850538516706,Cavity,0.0129376579032318
776.2061201589704,-366.8673244302696,Cavity,0.0129376579032318
777.1720459852595,-367.12614347537215,Cavity,0.0129376579032318
778.1379718115486,-367.3849625204747,Cavity,0.0129376579032318
779.1038976378377,-367.64378156557717,Cavity,0.0129376579032318
780.0698234641268,-367.9026006106797,Meninges,0.0080022762452819
781.0357492904158,-368.1614196557822,Meninges,0.0080022762452819
782.0016751167049,-368.42023870088474,Cavity,0.0129376579032318
782.967600942994,-368.6790577459873,Cavity,0.0129376579032318
783.9335267692829,-368.93787679108976,Cavity,0.0129376579032318
784.899452595572,-369.1966958361923,Meninges,0.0080022762452819
785.8653784218611,-369.4555148812948,Choroid plexus,0.0244249612827213
786.8313042481502,-369.71433392639733,Epidermis,0.0373579006002756
787.7972300744393,-369.97315297149987,Epidermis,0.0373579006002756
788.7631559007284,-370.2319720166024,Brain,0.0031711610032744
789.7290817270174,-370.4907910617049,Brain,0.0031711610032744
790.6950075533065,-370.74961010680744,Brain,0.0031711610032744
791.6609333795956,-371.0084291519099,Brain,0.0031711610032744
792.6268592058846,-371.26724819701246,Brain,0.0031711610032744
793.5927850321737,-371.526067242115,Brain,0.0031711610032744
794.5587108584627,-371.7848862872175,Brain,0.0031711610032744
795.5246366847518,-372.04370533232003,Epidermis,0.0373579006002756
796.4905625110409,-372.3025243774225,Epidermis,0.0373579006002756
797.45648833733,-372.56134342252506,Epidermis,0.0373579006002756
798.422414163619,-372.8201624676276,Epidermis,0.0373579006002756
799.3883399899081,-373.07898151273014,Brain,0.0031711610032744
800.3542658161972,-373.3378005578326,Brain,0.0031711610032744
801.3201916424862,-373.59661960293516,Brain,0.0031711610032744
802.2861174687753,-373.85543864803765,Brain,0.0031711610032744
803.2520432950644,-374.1142576931402,Brain,0.0031711610032744
804.2179691213535,-374.37307673824273,Brain,0.0031711610032744
805.1838949476426,-374.63189578334527,Brain,0.0031711610032744
806.1498207739315,-374.89071482844776,Brain,0.0031711610032744
807.1157466002206,-375.14953387355024,Cavity,0.0129376579032318
759.0782743308697,-361.24265579213517,Cavity,0.0129376579032318
760.0442001571588,-361.5014748372377,Cavity,0.0129376579032318
761.0101259834479,-361.7602938823402,Cavity,0.0129376579032318
761.976051809737,-362.01911292744273,Cavity,0.0129376579032318
762.941977636026,-362.2779319725453,Cavity,0.0129376579032318
763.9079034623151,-362.53675101764776,Cavity,0.0129376579032318
764.8738292886042,-362.7955700627503,Cavity,0.0129376579032318
765.8397551148933,-363.0543891078528,Cavity,0.0129376579032318
766.8056809411823,-363.3132081529553,Cavity,0.0129376579032318
767.7716067674713,-363.57202719805787,Cavity,0.0129376579032318
768.7375325937604,-363.8308462431604,Cavity,0.0129376579032318
769.7034584200495,-364.0896652882629,Cavity,0.0129376579032318
770.6693842463385,-364.34848433336543,Cavity,0.0129376579032318
771.6353100726276,-364.6073033784679,Cavity,0.0129376579032318
772.6012358989167,-364.86612242357046,Cavity,0.0129376579032318
773.5671617252058,-365.124941468673,Cavity,0.0129376579032318
774.5330875514949,-365.38376051377554,Cavity,0.0129376579032318
775.499013377784,-365.642579558878,Cavity,0.0129376579032318
776.464939204073,-365.9013986039805,Cavity,0.0129376579032318
777.430865030362,-366.16021764908305,Cavity,0.0129376579032318
778.3967908566511,-366.4190366941856,Cavity,0.0129376579032318
779.3627166829401,-366.67785573928813,Cavity,0.0129376579032318
780.3286425092292,-366.9366747843906,Cavity,0.0129376579032318
781.2945683355183,-367.19549382949316,Meninges,0.0080022762452819
782.2604941618074,-367.45431287459564,Meninges,0.0080022762452819
783.2264199880965,-367.7131319196982,Meninges,0.0080022762452819
784.1923458143855,-367.9719509648007,Meninges,0.0080022762452819
785.1582716406746,-368.23077000990327,Meninges,0.0080022762452819
