x,y,annotation,total_raw
-0.15041636,1.4405249,Liver,5.878913334551151e-05
-0.32063434,3.4097126,Brain,0.0001012284220473
0.7368174,1.5023407,Muscle,0.0004104398933796
0.34419477,1.0153021,Ovary,0.0002054822990397
-0.93785703,2.27786,Cavity,0.0008112271263583
0.4795732,3.2031448,Brain,0.0001012284220473
0.4795732,3.2031448,Brain,0.0001012284220473
-0.3026443,1.6253313,Heart,0.0007755651592048
-0.3026443,1.6253313,Heart,0.0007755651592048
-0.69743216,2.743523,Brain,0.0001012284220473
-0.39023492,1.066655,Cavity,0.0008112271263583
-0.7327331,2.4715614,Meninges,0.0016867009332845
-0.043357372,0.8193703,Kidney,0.0003902060871215
-0.89515877,1.1743859,Epidermis,0.0011758541459524
0.46226412,3.35464,Brain,0.0001012284220473
0.46226412,3.35464,Brain,0.0001012284220473
0.34138754,3.259504,Brain,0.0001012284220473
0.34138754,3.259504,Brain,0.0001012284220473
-0.23520514,1.08976,GI tract,0.0007179822187211
-0.69521415,0.89059746,Connective tissue,0.0005295658000595
-0.69521415,0.89059746,Connective tissue,0.0005295658000595
0.08040839,2.67711,Brain,0.0001012284220473
1.1753341,2.0524352,Cavity,0.0008112271263583
0.72415215,2.3819215,Meninges,0.0016867009332845
0.79936373,1.3036901,Connective tissue,0.0005295658000595
-0.004925348,2.8069682,Meninges,0.0016867009332845
-0.85480833,1.999363,Jaw and tooth,0.0010585365113058
-0.75837845,3.2530787,Brain,0.0001012284220473
-0.75837845,3.2530787,Brain,0.0001012284220473
0.20818788,1.9152362,Blood vessel,0.0006281517488686
0.20538945,1.8920225,Blood vessel,0.0006281517488686
