samples,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,Annotation,Color,time_label
0.0,-0.927899956703186,4.092567920684815,-1.8084042072296145,2.3545680046081543,2.205535650253296,3.046592712402344,-2.302489995956421,-0.1731802225112915,0.8481557369232178,-1.277519941329956,0.8276780843734741,0.0483947284519672,1.1433838605880735,-1.359241247177124,1.1133745908737185,0.1806367635726928,0.9490805864334106,0.3861126005649566,-0.2721277773380279,-0.7276582717895508,0.584776759147644,-0.5650748014450073,0.4772457182407379,0.3253653645515442,0.1437247395515442,0.0559891052544117,-1.118690013885498,-0.8183674216270447,-1.026200532913208,-1.2791430950164795,-1.2994643449783323,-0.224360778927803,0.552967369556427,-0.5781358480453491,0.5080879926681519,-0.5205817222595215,-0.4026407301425934,0.5872103571891785,0.5891571640968323,0.0431197471916675,0.5201517939567566,0.950386643409729,0.2473295629024505,-0.1027316525578498,0.549732506275177,-0.4652580320835113,-0.0390393398702144,-0.0232017915695905,0.2865267693996429,0.0259717907756567,0.6596546769142151,0.2058696001768112,EVL,#DD7694,5.25hpf
0.0,-0.0819406956434249,4.110182285308838,-0.90616774559021,2.021310806274414,3.176069498062134,2.0737667083740234,-1.6434440612792969,0.6226402521133423,1.0035367012023926,-2.081547498703003,0.1741170436143875,-1.1670465469360352,0.8901520371437073,-1.0710499286651611,-1.0426141023635864,-0.8735371828079224,0.4814371764659881,0.272368848323822,0.310450941324234,-0.608322262763977,0.5607520341873169,0.2907401025295257,2.007463216781616,0.318726509809494,0.960614025592804,-0.0779474526643753,0.5536767244338989,0.1382934153079986,-0.4576120376586914,-1.0534493923187256,-0.4907889366149902,0.3241291344165802,0.9376714825630188,-0.4543933570384979,0.249457761645317,-0.2482488304376602,-0.6469756960868835,0.0688304752111435,0.8214132189750671,0.4268454313278198,0.8807519674301147,0.4684689939022064,0.0051810061559081,-0.6964079737663269,0.0023043476976454,-0.5279731154441833,0.026234496384859,0.2680590152740478,0.0173965226858854,-0.1535096168518066,-0.6843621730804443,-1.0411354303359983,EVL,#DD7694,5.25hpf
0.0,-0.089441567659378,4.065842628479004,-0.93057781457901,1.8800625801086424,1.6952143907546997,2.0642666816711426,-2.1677260398864746,0.4595029652118683,1.2886017560958862,0.2082139700651168,1.0370839834213257,-0.2028871476650238,0.2080830186605453,0.3081035614013672,-0.7073213458061218,-0.0628257691860199,-0.8747596740722656,-0.0561958849430084,0.9918889999389648,0.3779079914093017,0.8604157567024231,-0.1629680395126342,1.71392560005188,0.7836027145385742,-0.2360123991966247,-0.9380769729614258,0.3012345731258392,0.6936397552490234,0.9950283765792848,0.7417661547660828,-1.9360644817352293,0.5731173753738403,0.3974985182285309,0.0424405299127101,-0.0872316658496856,-0.0962238609790802,0.8480579853057861,-0.4037175476551056,0.7213517427444458,-0.1321744322776794,0.29915651679039,0.6311877369880676,-0.2231783717870712,-0.7917554974555969,-0.6174300909042358,0.9455344676971436,0.8104257583618164,0.2759810388088226,0.8718617558479309,-0.2649230659008026,-0.5867888331413269,0.0484028533101081,EVL,#DD7694,5.25hpf
0.0,0.1871145516633987,3.963740587234497,-0.6289365291595459,1.413642644882202,2.7727572917938232,0.4986461102962494,-1.524354338645935,0.0280732475221157,2.0969839096069336,1.2284470796585083,0.7990497946739197,-3.0210165977478027,0.8758361339569092,-0.4481553733348846,-0.950395941734314,-0.114254429936409,-0.1079824790358543,-0.6082091927528381,-0.2097596228122711,-0.4213753044605255,-0.0789472237229347,-0.1268638968467712,1.3408948183059692,-0.6988542675971985,-1.2307114601135254,-1.1869264841079712,0.2735628485679626,-0.8442348837852478,-0.1426620036363601,-0.519607663154602,-0.1734838783740997,-0.0538717024028301,-0.1350862383842468,-0.3583824336528778,0.2770177125930786,-0.7323459386825562,-0.687688410282135,-0.0950484350323677,0.4371903836727142,0.3110918700695038,-1.2799808979034424,0.0416757017374038,-0.0978957936167717,0.6356585025787354,0.7021721005439758,-0.3041252195835113,0.3948860764503479,-0.005479110404849,0.0256499070674181,-0.8202784657478333,0.6711179614067078,0.9808814525604248,EVL,#DD7694,5.25hpf
0.0,0.0919830054044723,3.835780143737793,-1.4632874727249146,0.3393423557281494,1.421687126159668,-1.3053946495056152,-1.487800359725952,0.3940378129482269,1.0848841667175293,-1.7454445362091064,0.4194043278694153,0.5401168465614319,-0.4768706262111664,1.4287165403366089,0.5576937794685364,-0.6998739838600159,-0.3302889764308929,-0.3966967165470123,-0.2349840998649597,-0.5216968655586243,-0.9748632907867432,-0.6429267525672913,-0.2666033208370209,-0.1978844702243805,1.1576933860778809,0.994592308998108,0.7893500328063965,-0.389185220003128,0.261970043182373,0.2842546999454498,0.6116814613342285,-0.23006272315979,0.1717471778392791,-0.589281439781189,0.150506779551506,0.2970656454563141,-0.2157719880342483,0.440866470336914,0.4471426904201507,0.1451048552989959,0.0381265059113502,-0.0970115810632705,-1.2221990823745728,0.924609899520874,0.1563584357500076,0.3425919711589813,0.696437656879425,-0.367414265871048,0.0142956096678972,-0.6300281882286072,0.0779634863138198,1.6311315298080444,"Presumptive Mesoderm, Presumptive Ectoderm",#3B00FB,5.25hpf
0.0,0.1595494896173477,3.692554712295532,-1.6695085763931274,1.6300994157791138,1.0223939418792725,-0.1543845236301422,-0.8144504427909851,0.2272109389305114,3.1599719524383545,1.801556706428528,-0.0251500234007835,-1.6273362636566162,1.3430088758468628,-0.212259903550148,0.065712109208107,1.0381829738616943,0.1059733852744102,0.6986199617385864,0.2510051131248474,-0.1412203907966613,-1.3552032709121704,0.5101979374885559,0.0394374392926692,-0.0442025437951087,0.778612494468689,0.5951711535453796,0.9881637692451476,-0.8764284253120422,0.2947812974452972,0.3203650414943695,-0.588154673576355,-0.0920213758945465,-0.6137385964393616,-0.3337846398353576,-0.0552030429244041,-1.6995986700057983,0.4198987782001495,1.586805820465088,0.4169644117355346,-0.0594483390450477,0.0158504135906696,-0.6124172210693359,-0.2925721704959869,-0.2526457607746124,0.024021802470088,0.0871974751353263,-0.611504852771759,-0.3064960837364197,-0.3907040953636169,-0.3773329257965088,-0.8074080348014832,-0.0499041974544525,"Presumptive Mesoderm, Presumptive Ectoderm",#3B00FB,5.25hpf
0.0,0.3422557115554809,3.366773843765259,-0.852366030216217,1.2468137741088867,1.893528699874878,-1.044450759887695,-0.0911841690540313,0.4564185738563537,1.913956642150879,0.4093540906906128,-0.2213096469640731,-1.3110908269882202,1.0017943382263184,1.0602947473526,-0.1526405066251754,-0.9999752044677734,0.0071578063070774,-0.0965605527162551,1.7680339813232422,-0.0332489870488643,-1.8915218114852903,-0.8171536326408386,-0.8368684649467468,-0.613429844379425,-0.2059786915779113,-0.8679311871528625,-0.7633954286575317,-0.5425100326538086,-0.6282899379730225,1.566163420677185,0.5669821500778198,0.8529376983642578,-0.3658348619937897,-0.3857634961605072,0.5773706436157227,-0.1613283455371856,-0.1913553327322006,0.628319501876831,-0.1215149387717247,0.4777478873729706,1.3693900108337402,-0.6145211458206177,-1.096924066543579,-0.3281064033508301,-0.7434168457984924,0.8569007515907288,-0.3673523962497711,-0.0332166664302349,-0.4841822683811188,-0.1107983663678169,-0.2188632786273956,0.3430533409118652,Hypoblast,#faf72f,5.25hpf
0.0,0.4021503925323486,3.252380609512329,-2.755903720855713,1.3408961296081543,0.7393946647644043,0.10742998868227,-2.8853349685668945,-0.2074713408946991,0.974821150302887,-0.6190011501312256,-0.3398732841014862,0.8809313774108887,1.4567137956619265,1.6196227073669434,-0.0934105142951011,-1.3169405460357666,0.5245050191879272,0.02765011228621,-1.5064865350723269,-0.1752555817365646,0.4417361915111542,0.3076586425304413,-1.2592175006866455,0.751704752445221,0.5959775447845459,-0.705613911151886,1.1120882034301758,-0.6820709705352783,0.7477585077285767,0.2234219461679458,-0.3928579092025757,0.4507236778736114,-0.3469179570674896,-0.1078775599598884,0.4920012354850769,-0.2740490138530731,0.0092346211895346,0.1705859303474426,-0.0103254644200205,-0.0505267977714538,0.869347333908081,-0.3103564381599426,0.0044241142459213,-0.1913352757692337,-0.1296206414699554,0.3479436039924621,0.3709836900234222,-0.5092219114303589,0.4843959212303161,0.0637765452265739,-0.4158584475517273,1.1489917039871216,"Presumptive Mesoderm, Presumptive Ectoderm",#3B00FB,5.25hpf
0.0,0.4351564645767212,3.23101806640625,-1.1405000686645508,1.6003053188323977,1.687291979789734,-0.1003651767969131,-3.0101962089538574,-0.8539116382598877,0.1737971901893615,-0.5810174942016602,0.4882004261016845,-1.3371260166168213,2.025009632110596,0.6149083971977234,0.391171783208847,1.2795039415359497,0.0496727712452411,-0.0946364998817443,1.2755059003829956,0.157363086938858,0.4480771422386169,-1.1969455480575562,-0.2179568856954574,-0.4587444365024566,-0.953717052936554,-0.2029801309108734,1.376292705535889,-1.36094069480896,-0.5709141492843628,-0.5380027890205383,-0.9561737775802612,1.1620651483535769,0.2502867579460144,-0.4981884360313415,0.2551963031291961,-0.2935917675495147,-0.0466296933591365,0.6659019589424133,-0.2466094195842743,0.0196344144642353,0.0860978960990905,-0.5953484773635864,-0.080434650182724,-0.1119165495038032,0.1719000339508056,0.1543618738651275,-0.2504230141639709,-0.1092573255300521,-0.2045706361532211,-0.1849414408206939,-0.7906267046928406,-0.8320280909538269,Proliferative Like Cell,#41d929,5.25hpf
0.0,0.3328091502189636,2.770366907119751,-0.4443331658840179,2.3811535835266118,3.5441324710845947,2.5978758335113525,-2.7283079624176025,-0.6211462616920471,1.2446147203445437,-0.9020799994468688,0.6216084361076355,-0.3089463412761688,1.9499821662902832,-0.3962284028530121,-0.0424363426864147,-1.2564294338226318,0.3706256747245788,-0.327228307723999,-0.4455175101757049,0.0162201710045337,0.1727785021066665,0.0760219246149063,-0.2056272476911544,1.7278136014938354,0.2297083735466003,-1.073405146598816,-0.9981573820114136,0.194224014878273,-0.9007484316825868,-0.3753934800624847,-0.551665723323822,0.1662314981222152,0.2735214531421661,-0.5635216236114502,0.6857791543006897,-0.5874481797218323,-0.4885080754756927,0.0407956391572952,0.6072490811347961,0.4792187809944153,0.6998454928398132,0.4652543365955353,-0.0221230797469615,-0.4102279543876648,0.117444209754467,0.3603266179561615,0.6340832114219666,0.5882846117019653,0.2067546993494033,0.6944652795791626,0.0934950187802314,-0.7956124544143677,EVL,#DD7694,5.25hpf
